BuildingID,Longitude,Latitude,OccupancyType,OccupancyGroup,SOID,StructureValue,ContentValue,GroundElevation_ft,FFE_ft,DFE_Status,ManufRestriction,OccupancyFallback
7479871,-72.844069,40.782504,COM7,NONRES,C7LN,NaN,NaN,26.4621,26.9621,Above DFE,0,0
7479873,-72.842958,40.78236,RES3A,RES,R3A1N,992643.79,496321.9,27.4221,27.9221,Above DFE,0,0
7479875,-72.843344,40.78227,RES1-1SNB,RES,R11N,176366.55,88183.28,26.1962,27.6962,Above DFE,0,0
7479877,-72.843848,40.781122,RES1-1SWB,RES,R11B,341591.93,170795.97,25.4197,27.4197,Above DFE,0,0
7479879,-72.843658,40.782751,RES1-2SWB,RES,R12B,294125.82,147062.91,27.5898,29.5898,Above DFE,0,0
7479881,-72.844028,40.782781,RES1-1SWB,RES,R11B,253662.19,126831.09,27.7251,29.7251,Above DFE,0,0
7479883,-72.842956,40.782589,RES1-1SWB,RES,R11B,248107.3,124053.65,26.642,28.642,Above DFE,0,0
7479885,-72.84343,40.781431,RES1-1SNB,RES,R11N,146960.62,73480.31,25.2718,25.7718,Above DFE,0,0
7479887,-72.843017,40.782165,RES1-2SWB,RES,R12B,491227.72,245613.86,26.3951,28.3951,Above DFE,0,0
7484024,-72.843624,40.771459,RES1-2SWB,RES,R12B,266777.37,133388.69,19.3713,21.3713,Above DFE,0,0
7484025,-72.844017,40.771417,RES1-1SNB,RES,R11N,194221.09,97110.55,20.4955,20.9955,Above DFE,0,0
7484085,-72.84395,40.784624,RES3A,RES,R3A1B,691701.31,345850.65,30.0651,32.0651,Above DFE,0,0
7484087,-72.844659,40.784247,RES3A,RES,R3A1N,636401.3,318200.65,28.6448,29.1448,Above DFE,0,0
7484089,-72.844526,40.783374,RES3A,RES,R3A5B,707646.34,353823.17,28.3926,30.3926,Above DFE,0,0
7484091,-72.843919,40.784745,RES3A,RES,R3A3B,867083.18,433541.59,30.1938,32.1938,Above DFE,0,0
7484093,-72.844655,40.784109,RES1-1SWB,RES,R11B,125719.95,62859.97,28.371,30.371,Above DFE,0,0
7484095,-72.843716,40.785484,COM3,NONRES,C3LN,NaN,NaN,30.5391,31.0391,Above DFE,0,0
7484097,-72.844309,40.783356,RES1-1SWB,RES,R11B,197121.26,98560.63,28.7846,30.7846,Above DFE,0,0
7484099,-72.843815,40.785118,RES1-2SNB,RES,R12N,298800.38,149400.19,32.1649,32.6649,Above DFE,0,0
7484101,-72.844014,40.784418,RES1-2SWB,RES,R12B,272837.51,136418.76,29.6607,31.6607,Above DFE,0,0
7484103,-72.844217,40.784021,RES1-1SWB,RES,R11B,224346.4,112173.2,28.9023,30.9023,Above DFE,0,0
7484105,-72.844506,40.783614,RES1-1SWB,RES,R11B,218418.76,109209.38,28.893,30.893,Above DFE,0,0
7484107,-72.844573,40.785459,RES3A,RES,R3A1B,890488.59,445244.3,31.4898,33.4898,Above DFE,0,0
7484109,-72.844147,40.785488,RES1-2SNB,RES,R12N,294334.49,147167.24,30.6065,31.1065,Above DFE,0,0
7484111,-72.84459,40.783924,RES1-1SWB,RES,R11B,173878.35,86939.18,28.2677,30.2677,Above DFE,0,0
7484113,-72.843866,40.784875,RES1-2SWB,RES,R12B,245530.44,122765.22,29.7908,31.7908,Above DFE,0,0
7484115,-72.844661,40.783387,RES1-1SWB,RES,R11B,297244.62,148622.31,28.1623,30.1623,Above DFE,0,0
7485549,-72.845104,40.776744,RES1-1SWB,RES,R11B,204438.15,102219.07,21.0847,23.0847,Above DFE,0,0
7485550,-72.845625,40.774526,RES1-2SNB,RES,R12N,286918.46,143459.23,20.3085,21.8085,Above DFE,0,0
7485552,-72.844761,40.773726,RES1-2SNB,RES,R12N,285690.65,142845.32,19.851,20.351,Above DFE,0,0
7485553,-72.845872,40.775196,RES1-1SNB,RES,R11N,105185.37,52592.69,20.9316,21.4316,Above DFE,0,0
7485556,-72.844763,40.775898,RES1-1SWB,RES,R11B,220552.33,110276.16,22.9802,24.9802,Above DFE,0,0
7485558,-72.845082,40.776523,RES1-2SWB,RES,R12B,382457.4,191228.7,21.7682,23.7682,Above DFE,0,0
7485560,-72.846139,40.775618,RES1-1SNB,RES,R11N,82069.76,41034.88,22.2448,22.7448,Above DFE,0,0
7485562,-72.844186,40.774414,RES1-3SNB,RES,R13N,417851.29,208925.64,19.3727,20.8727,Above DFE,0,0
7485564,-72.844395,40.774961,RES1-1SNB,RES,R11N,269653.87,134826.93,19.7957,21.2957,Above DFE,0,0
7485566,-72.84527,40.776994,RES1-2SWB,RES,R12B,326852.11,163426.06,22.0255,24.0255,Above DFE,0,0
7485568,-72.845334,40.773865,RES1-1SWB,RES,R11B,174994.21,87497.11,20.1673,22.1673,Above DFE,0,0
7485570,-72.846227,40.77574,RES1-2SWB,RES,R12B,218311.95,109155.98,22.2506,24.2506,Above DFE,0,0
7485572,-72.846351,40.776212,RES1-1SWB,RES,R11B,239493.92,119746.96,22.8639,24.8639,Above DFE,0,0
7485574,-72.84399,40.774214,RES1-1SWB,RES,R11B,219753.53,109876.76,19.7794,21.7794,Above DFE,0,0
7485576,-72.845795,40.776911,RES1-1SWB,RES,R11B,275184,137592,21.0567,23.0567,Above DFE,0,0
7485578,-72.845163,40.773626,RES1-2SWB,RES,R12B,339842.39,169921.2,20.1832,22.1832,Above DFE,0,0
7485580,-72.84432,40.774773,RES1-2SWB,RES,R12B,216993.11,108496.56,19.5538,21.5538,Above DFE,0,0
7485582,-72.846135,40.776836,RES1-1SWB,RES,R11B,296616.11,148308.05,22.7681,24.7681,Above DFE,0,0
7485586,-72.84594,40.775437,RES1-2SWB,RES,R12B,417941.22,208970.61,22.5281,24.5281,Above DFE,0,0
7485589,-72.846249,40.775923,RES1-2SWB,RES,R12B,313295.3,156647.65,23.5167,25.5167,Above DFE,0,0
7485591,-72.846486,40.776448,RES1-1SNB,RES,R11N,230502.16,115251.08,22.2547,22.7547,Above DFE,0,0
7485593,-72.844529,40.775302,RES1-2SWB,RES,R12B,426178.49,213089.24,20.2378,22.2378,Above DFE,0,0
7485594,-72.845404,40.774136,RES1-2SWB,RES,R12B,515884.73,257942.37,20.8222,22.8222,Above DFE,0,0
7485595,-72.844369,40.773839,RES1-1SWB,RES,R11B,136639.55,68319.78,19.4044,21.4044,Above DFE,0,0
7485597,-72.844232,40.774606,RES1-1SNB,RES,R11N,139569.38,69784.69,20.5893,21.0893,Above DFE,0,0
7485599,-72.844437,40.7747,RES3A,RES,R3A1B,372804.66,186402.33,19.8151,21.8151,Above DFE,0,0
7485601,-72.845534,40.77432,RES1-1SWB,RES,R11B,228329.48,114164.74,20.2699,22.2699,Above DFE,0,0
7485603,-72.844473,40.775169,RES1-3SNB,RES,R13N,308495.69,154247.84,21.4924,22.9924,Above DFE,0,0
7485605,-72.845004,40.776266,RES1-1SWB,RES,R11B,208038.1,104019.05,21.7444,23.7444,Above DFE,0,0
7485607,-72.846602,40.776747,RES1-2SWB,RES,R12B,298028.98,149014.49,23.3388,25.3388,Above DFE,0,0
7485609,-72.845638,40.774814,RES1-2SWB,RES,R12B,525970.37,262985.18,20.0698,22.0698,Above DFE,0,0
7485611,-72.844628,40.775422,RES1-1SWB,RES,R11B,201765.78,100882.89,20.5555,22.5555,Above DFE,0,0
7485613,-72.843957,40.773961,RES1-1SNB,RES,R11N,193362.66,96681.33,19.45,19.95,Above DFE,0,0
7485615,-72.844658,40.77565,RES1-2SWB,RES,R12B,316131.68,158065.84,21.4452,23.4452,Above DFE,0,0
7485685,-72.845137,40.76021,RES1-1SNB,RES,R11N,195767.6,97883.8,9.9099,11.4099,Above DFE,0,0
7485686,-72.844689,40.758968,RES1-2SNB,RES,R12N,254656.12,127328.06,7.0856,7.5856,Under DFE,0,0
7485687,-72.844347,40.758768,RES1-2SNB,RES,R12N,399615.28,199807.64,6.3582,7.8582,Under DFE,0,0
7485689,-72.844873,40.759771,RES1-2SWB,RES,R12B,529653.51,264826.75,8.9535,10.9535,Above DFE,0,0
7485691,-72.844596,40.759354,RES1-1SNB,RES,R11N,147916.49,73958.24,8.2212,8.7212,Under DFE,0,0
7485694,-72.845331,40.778454,RES1-2SWB,RES,R12B,424999.3,212499.65,23.059,25.059,Above DFE,0,0
7485696,-72.84542,40.778899,RES1-1SWB,RES,R11B,215582.14,107791.07,23.8325,25.8325,Above DFE,0,0
7485698,-72.84554,40.779182,RES1-2SWB,RES,R12B,320680.82,160340.41,25.2863,27.2863,Above DFE,0,0
7485700,-72.845132,40.779781,RES1-1SWB,RES,R11B,176648.55,88324.28,25.5338,27.5338,Above DFE,0,0
7485702,-72.84571,40.779489,RES1-2SNB,RES,R12N,324217.55,162108.77,26.8447,27.3447,Above DFE,0,0
7485704,-72.844239,40.777821,RES1-1SWB,RES,R11B,290968.53,145484.26,25.1643,27.1643,Above DFE,0,0
7485706,-72.845367,40.780223,RES1-1SNB,RES,R11N,159845.5,79922.75,25.9828,26.4828,Above DFE,0,0
7485708,-72.844488,40.778406,RES1-2SWB,RES,R12B,397984.89,198992.44,23.4252,25.4252,Above DFE,0,0
7485710,-72.844805,40.777604,RES1-2SWB,RES,R12B,643927.51,321963.76,23.1093,25.1093,Above DFE,0,0
7485712,-72.845912,40.780092,RES1-1SWB,RES,R11B,365595.53,182797.76,25.7961,27.7961,Above DFE,0,0
7485714,-72.845784,40.77961,RES1-1SNB,RES,R11N,212818.98,106409.49,26.7809,27.2809,Above DFE,0,0
7485716,-72.84569,40.779356,RES1-2SNB,RES,R12N,303267.79,151633.9,25.9101,26.4101,Above DFE,0,0
7485718,-72.844396,40.778183,RES1-1SWB,RES,R11B,166977.02,83488.51,23.9654,25.9654,Above DFE,0,0
7485720,-72.844671,40.778681,RES1-2SWB,RES,R12B,488174.69,244087.34,23.687,25.687,Above DFE,0,0
7485722,-72.845094,40.77806,RES1-2SWB,RES,R12B,471592.22,235796.11,21.9688,23.9688,Above DFE,0,0
7485724,-72.844738,40.778933,RES1-2SNB,RES,R12N,329913.43,164956.72,25.164,25.664,Above DFE,0,0
7485728,-72.844795,40.779033,RES1-2SWB,RES,R12B,200729.38,100364.69,24.8677,26.8677,Above DFE,0,0
7485730,-72.845029,40.779591,RES1-2SWB,RES,R12B,363815.4,181907.7,25.1757,27.1757,Above DFE,0,0
7485731,-72.845815,40.7798,RES1-1SWB,RES,R11B,429931.6,214965.8,26.4875,28.4875,Above DFE,0,0
7485732,-72.844891,40.779251,RES1-2SWB,RES,R12B,385849.27,192924.64,24.7272,26.7272,Above DFE,0,0
7486524,-72.847237,40.763457,RES1-2SNB,RES,R12N,289627.4,144813.7,12.7415,13.2415,Above DFE,0,0
7486277,-72.846248,40.78215,RES3A,RES,R3A1N,789030.37,394515.18,27.806,29.306,Above DFE,0,0
7486279,-72.845879,40.782557,RES3A,RES,R3A3N,691938.74,345969.37,27.2858,28.7858,Above DFE,0,0
7486281,-72.845714,40.782772,RES1-2SWB,RES,R12B,331461.61,165730.81,27.0602,29.0602,Above DFE,0,0
7486282,-72.845812,40.782688,RES1-1SWB,RES,R11B,245680.4,122840.2,27.3321,29.3321,Above DFE,0,0
7486283,-72.84559,40.782965,RES1-1SWB,RES,R11B,196242.86,98121.43,27.0065,29.0065,Above DFE,0,0
7486285,-72.846081,40.782334,RES1-2SNB,RES,R12N,315217.85,157608.93,26.8338,27.3338,Above DFE,0,0
7486288,-72.845983,40.78245,RES1-3SNB,RES,R13N,374534.19,187267.1,27.3606,27.8606,Above DFE,0,0
7486290,-72.847121,40.782148,RES1-2SNB,RES,R12N,293938.91,146969.45,28.4319,28.9319,Above DFE,0,0
7486292,-72.845583,40.783153,RES3A,RES,R3A1B,977408.82,488704.41,31.0819,33.0819,Above DFE,0,0
7486294,-72.846803,40.782676,COM1,NONRES,C1LN,1181211.15,1181211.15,28.6873,29.1873,Above DFE,0,0
7486493,-72.846467,40.767279,RES3A,RES,R3A1B,855995.71,427997.85,16.7776,18.7776,Above DFE,0,0
7486495,-72.845073,40.767605,RES1-1SWB,RES,R11B,165598.84,82799.42,17.0607,19.0607,Above DFE,0,0
7486497,-72.846075,40.76767,RES1-1SWB,RES,R11B,134366.8,67183.4,16.4902,18.4902,Above DFE,0,0
7486499,-72.844781,40.767674,RES1-1SWB,RES,R11B,99669.16,49834.58,17.9504,19.9504,Above DFE,0,0
7486501,-72.846562,40.767495,RES1-2SWB,RES,R12B,465477.8,232738.9,16.3164,18.3164,Above DFE,0,0
7486503,-72.845951,40.76737,RES1-1SWB,RES,R11B,122767.02,61383.51,16.87,18.87,Above DFE,0,0
7486505,-72.845423,40.767536,RES3A,RES,R3A1B,940617.53,470308.77,16.972,18.972,Above DFE,0,0
7486507,-72.845747,40.767431,RES1-1SWB,RES,R11B,150950.03,75475.02,17.019,19.019,Above DFE,0,0
7486508,-72.84709,40.763123,RES3A,RES,R3A3N,800988.79,400494.4,12.1913,12.6913,Above DFE,0,0
7486510,-72.847651,40.763506,RES3A,RES,R3A3B,661027.14,330513.57,12.2497,14.2497,Above DFE,0,0
7486512,-72.847389,40.763993,RES1-1SWB,RES,R11B,189054.17,94527.08,13.5166,15.5166,Above DFE,0,0
7486514,-72.847564,40.763235,RES1-1SWB,RES,R11B,142218.21,71109.11,12.0085,14.0085,Above DFE,0,0
7486516,-72.847703,40.763669,RES1-1SNB,RES,R11N,140122.49,70061.24,13.0401,13.5401,Above DFE,0,0
7486518,-72.847186,40.763302,RES1-2SWB,RES,R12B,420798.79,210399.4,12.4601,14.4601,Above DFE,0,0
7486520,-72.847122,40.762271,RES1-3SWB,RES,R13B,452874.12,226437.06,12.3639,14.3639,Above DFE,0,0
7486522,-72.846981,40.762825,RES1-2SWB,RES,R12B,273793.21,136896.61,12.4565,14.4565,Above DFE,0,0
7486526,-72.847264,40.762567,RES1-2SNB,RES,R12N,305025.97,152512.98,11.7939,13.2939,Above DFE,0,0
7486528,-72.847729,40.763905,RES1-3SWB,RES,R13B,397852.91,198926.45,12.3343,14.3343,Above DFE,0,0
7486612,-72.847585,40.765465,RES3A,RES,R3A3B,799560.54,399780.27,14.5769,16.5769,Above DFE,0,0
7486614,-72.846827,40.764605,COM3,NONRES,C3LN,NaN,NaN,14.4042,14.9042,Above DFE,0,0
7486615,-72.847114,40.765412,RES3A,RES,R3A3B,810812.04,405406.02,14.9258,16.9258,Above DFE,0,0
7486617,-72.84743,40.765891,RES3A,RES,R3A5B,675570.89,337785.45,15.5257,17.5257,Above DFE,0,0
7486619,-72.847247,40.765665,RES1-1SNB,RES,R11N,176911.49,88455.75,15.9808,16.4808,Above DFE,0,0
7486621,-72.847661,40.765653,RES1-1SWB,RES,R11B,143624.19,71812.09,14.5985,16.5985,Above DFE,0,0
7486623,-72.847788,40.765869,RES1-1SNB,RES,R11N,157091.91,78545.96,15.268,16.768,Above DFE,0,0
7486625,-72.847042,40.764538,RES1-1SNB,RES,R11N,119600.26,59800.13,13.8097,14.3097,Above DFE,0,0
7486627,-72.847003,40.765105,RES1-2SNB,RES,R12N,249572.04,124786.02,14.3282,15.8282,Above DFE,0,0
7486629,-72.847262,40.764742,COM8,NONRES,C8LN,NaN,NaN,14.0722,14.5722,Above DFE,0,0
7486631,-72.847159,40.764429,RES1-2SWB,RES,R12B,310777.79,155388.89,14.1672,16.1672,Above DFE,0,0
7486853,-72.84814,40.769911,RES3A,RES,R3A1N,665324.73,332662.37,17.3374,17.8374,Above DFE,0,0
7486855,-72.848877,40.769422,RES3A,RES,R3A1B,725492.31,362746.15,17.3656,19.3656,Above DFE,0,0
7486857,-72.848593,40.769496,RES3A,RES,R3A3B,781305.59,390652.79,18.9509,20.9509,Above DFE,0,0
7486859,-72.848454,40.769855,RES3A,RES,R3A1B,624315.71,312157.85,18.0057,20.0057,Above DFE,0,0
7486861,-72.848741,40.769785,IND6,NONRES,I6LN,NaN,NaN,17.8114,18.3114,Above DFE,0,0
7486863,-72.848335,40.769573,RES1-2SWB,RES,R12B,297132.37,148566.18,17.8562,19.8562,Above DFE,0,0
7486865,-72.848067,40.769633,IND2,NONRES,I2LN,NaN,NaN,16.8416,17.3416,Above DFE,0,0
7486867,-72.849199,40.769344,RES1-2SNB,RES,R12N,228427.79,114213.89,16.3633,16.8633,Above DFE,0,0
7486869,-72.84926,40.769643,RES1-2SWB,RES,R12B,413391.38,206695.69,17.6369,19.6369,Above DFE,0,0
7486418,-72.846356,40.768913,RES1-2SWB,RES,R12B,320674.44,160337.22,19.5615,21.5615,Above DFE,0,0
7486420,-72.846767,40.768854,RES1-1SWB,RES,R11B,266960.71,133480.36,18.5135,20.5135,Above DFE,0,0
7486422,-72.84626,40.76862,RES1-2SNB,RES,R12N,227141.63,113570.81,17.7041,19.2041,Above DFE,0,0
7486424,-72.845941,40.768752,RES1-1SNB,RES,R11N,311655.99,155828,18.8398,20.3398,Above DFE,0,0
7486426,-72.845841,40.769062,RES3A,RES,R3A1B,652412.59,326206.3,19.1476,21.1476,Above DFE,0,0
7486428,-72.84699,40.768497,RES1-2SWB,RES,R12B,491653.4,245826.7,17.7801,19.7801,Above DFE,0,0
7486430,-72.846115,40.769008,RES1-2SWB,RES,R12B,344106.71,172053.36,19.0793,21.0793,Above DFE,0,0
7486432,-72.847078,40.768722,RES1-2SWB,RES,R12B,341322.55,170661.28,18.5593,20.5593,Above DFE,0,0
7486434,-72.845576,40.768827,RES1-2SWB,RES,R12B,465441.06,232720.53,18.8108,20.8108,Above DFE,0,0
7486436,-72.846592,40.768534,RES1-2SNB,RES,R12N,211157.57,105578.78,16.992,18.492,Above DFE,0,0
7486438,-72.845299,40.768903,RES1-2SWB,RES,R12B,508427.52,254213.76,18.8959,20.8959,Above DFE,0,0
7486440,-72.845404,40.769166,RES1-1SNB,RES,R11N,155450.57,77725.28,18.945,19.445,Above DFE,0,0
7486935,-72.84859,40.774863,RES1-1SNB,RES,R11N,242117.25,121058.62,23.9231,25.4231,Above DFE,0,0
7486936,-72.847765,40.775922,REL1,NONRES,RE1LN,NaN,NaN,24.3922,24.8922,Above DFE,0,0
7486937,-72.848132,40.776351,COM4,NONRES,C4LN,NaN,NaN,24.2014,24.7014,Above DFE,0,0
7486938,-72.848159,40.77549,RES1-3SWB,RES,R13B,2700871.11,1350435.55,24.4795,26.4795,Above DFE,0,0
7486939,-72.847572,40.775259,REL1,NONRES,RE1LN,2578756.59,2578756.59,23.5109,24.0109,Above DFE,0,0
7486940,-72.848162,40.77489,RES1-2SNB,RES,R12N,404898.4,202449.2,23.789,24.289,Above DFE,0,0
7486941,-72.848384,40.774424,RES1-1SNB,RES,R11N,238264.98,119132.49,23.4952,23.9952,Above DFE,0,0
7486942,-72.849703,40.775437,COM3,NONRES,C3LN,1598635.83,1598635.83,25.9212,26.4212,Above DFE,0,0
7486943,-72.848625,40.775849,RES1-2SWB,RES,R12B,1816953.25,908476.63,24.8865,26.8865,Above DFE,0,0
7486944,-72.849386,40.776006,EDU1,NONRES,E1LN,NaN,NaN,25.2678,25.7678,Above DFE,0,0
7486945,-72.849728,40.775012,RES1-1SWB,RES,R11B,1022750.56,511375.28,25.7738,27.7738,Above DFE,0,0
7486946,-72.849137,40.774389,RES1-1SWB,RES,R11B,304360.99,152180.49,23.6956,25.6956,Above DFE,0,0
7486947,-72.846927,40.774493,RES1-3SNB,RES,R13N,515147.86,257573.93,22.845,23.345,Above DFE,0,0
7486948,-72.849472,40.774387,RES1-2SNB,RES,R12N,584067.69,292033.85,24.105,25.605,Above DFE,0,0
7486949,-72.84903,40.776352,RES1-1SNB,RES,R11N,761473.71,380736.85,25.9714,26.4714,Above DFE,0,0
7486950,-72.847296,40.776192,RES1-2SWB,RES,R12B,597469.36,298734.68,24.4889,26.4889,Above DFE,0,0
7486951,-72.848653,40.77515,RES1-2SNB,RES,R12N,1483406.24,741703.12,24.7139,25.2139,Above DFE,0,0
7486952,-72.847117,40.775781,RES1-2SWB,RES,R12B,474125.16,237062.58,23.8132,25.8132,Above DFE,0,0
7486953,-72.849086,40.775429,RES1-1SNB,RES,R11N,809933.49,404966.74,25.7371,26.2371,Above DFE,0,0
7487077,-72.848947,40.77094,RES1-2SNB,RES,R12N,295932.85,147966.43,20.9458,21.4458,Above DFE,0,0
7487059,-72.848722,40.771196,RES1-1SWB,RES,R11B,204054,102027,21.0126,23.0126,Above DFE,0,0
7487061,-72.849455,40.770813,RES1-1SNB,RES,R11N,158656.21,79328.11,19.9939,20.4939,Above DFE,0,0
7487063,-72.849952,40.771168,RES1-1SWB,RES,R11B,199305.15,99652.58,20.6023,22.6023,Above DFE,0,0
7487065,-72.84925,40.771402,RES1-1SWB,RES,R11B,258324.63,129162.32,21.5324,23.5324,Above DFE,0,0
7487067,-72.849881,40.770993,GOV1,NONRES,G1LN,NaN,NaN,19.5635,20.0635,Above DFE,0,0
7487069,-72.84859,40.77098,RES1-1SWB,RES,R11B,214226.83,107113.42,21.7956,23.7956,Above DFE,0,0
7487071,-72.850071,40.771363,RES1-2SWB,RES,R12B,362861.41,181430.71,20.3339,22.3339,Above DFE,0,0
7487073,-72.849759,40.770664,RES1-1SWB,RES,R11B,215688.17,107844.08,20.0459,22.0459,Above DFE,0,0
7487075,-72.849645,40.771379,IND6,NONRES,I6LN,NaN,NaN,21.2166,21.7166,Above DFE,0,0
7487079,-72.848837,40.771388,RES1-1SWB,RES,R11B,179863.51,89931.76,20.7622,22.7622,Above DFE,0,0
7487081,-72.849711,40.771136,RES1-1SWB,RES,R11B,236897.23,118448.61,20.5206,22.5206,Above DFE,0,0
7487083,-72.849264,40.770896,RES1-2SWB,RES,R12B,370699.75,185349.87,20.5635,22.5635,Above DFE,0,0
7487085,-72.848852,40.753843,RES1-1SWB,RES,R11B,300110.18,150055.09,5.0346,7.0346,Under DFE,0,0
7487087,-72.848905,40.753669,RES1-1SWB,RES,R11B,264964.11,132482.06,4.8505,6.8505,Under DFE,0,0
7487089,-72.848478,40.753569,RES1,RES,R12B,314448.12,157224.06,3.7283,5.7283,Under DFE,0,0
7487091,-72.848001,40.754055,RES1-1SNB,RES,R11N,382241.65,191120.82,5.3715,5.8715,Under DFE,0,0
7487093,-72.849333,40.753632,RES1-1SNB,RES,R11N,253333.48,126666.74,5.0098,5.5098,Under DFE,0,0
7487095,-72.848788,40.753488,RES1-2SNB,RES,R12N,307895.36,153947.68,4.0145,4.5145,Under DFE,0,0
7487097,-72.848343,40.753922,RES1-1SWB,RES,R11B,232945.57,116472.78,4.1147,6.1147,Under DFE,0,0
7487099,-72.847831,40.753786,RES1-1SNB,RES,R11N,290704.25,145352.12,3.5168,5.0168,Under DFE,0,0
7487101,-72.848936,40.771821,RES1-1SWB,RES,R11B,289584.57,144792.28,21.4981,23.4981,Above DFE,0,0
7487103,-72.845464,40.771522,RES1-2SWB,RES,R12B,305884.07,152942.03,20.9231,22.9231,Above DFE,0,0
7487105,-72.850269,40.772039,RES1-1SWB,RES,R11B,198762.31,99381.16,22.7354,24.7354,Above DFE,0,0
7487107,-72.850774,40.771744,RES1-3SWB,RES,R13B,453730.43,226865.21,20.3974,22.3974,Above DFE,0,0
7487109,-72.845879,40.771474,RES1-1SWB,RES,R11B,226445.91,113222.96,20.8763,22.8763,Above DFE,0,0
7487111,-72.850634,40.772031,RES1-1SWB,RES,R11B,398395.25,199197.63,21.2096,23.2096,Above DFE,0,0
7487113,-72.844589,40.771569,RES1-1SNB,RES,R11N,152126.42,76063.21,21.1431,21.6431,Above DFE,0,0
7487115,-72.848611,40.77183,RES1-2SNB,RES,R12N,330129.41,165064.7,21.9413,23.4413,Above DFE,0,0
7487117,-72.849475,40.771789,RES1-1SNB,RES,R11N,192087.68,96043.84,22.2425,23.7425,Above DFE,0,0
7487119,-72.845364,40.771171,RES1-1SNB,RES,R11N,104971.42,52485.71,20.2089,21.7089,Above DFE,0,0
7487121,-72.851001,40.772007,IND6,NONRES,I6LN,NaN,NaN,21.2152,21.7152,Above DFE,0,0
7487123,-72.849767,40.771759,RES1-1SNB,RES,R11N,180109.77,90054.89,21.3147,22.8147,Above DFE,0,0
7487125,-72.84684,40.77194,RES1-2SNB,RES,R12N,259843.26,129921.63,22.1102,23.6102,Above DFE,0,0
7487127,-72.851315,40.771985,RES1-1SWB,RES,R11B,167552.34,83776.17,20.3064,22.3064,Above DFE,0,0
7487129,-72.845673,40.772,RES1-2SWB,RES,R12B,286973.39,143486.69,21.6571,23.6571,Above DFE,0,0
7487131,-72.846092,40.771971,RES1-2SWB,RES,R12B,384812.51,192406.26,21.7852,23.7852,Above DFE,0,0
7487133,-72.845052,40.771767,RES1-2SWB,RES,R12B,220241.14,110120.57,21.0807,23.0807,Above DFE,0,0
7487135,-72.844987,40.771615,RES1-2SWB,RES,R12B,206234.12,103117.06,20.6318,22.6318,Above DFE,0,0
7487137,-72.850379,40.771744,RES1-2SWB,RES,R12B,351367.22,175683.61,21.1676,23.1676,Above DFE,0,0
7487139,-72.845416,40.771419,RES1-1SWB,RES,R11B,126869.32,63434.66,19.7929,21.7929,Above DFE,0,0
7487141,-72.845118,40.771929,RES1-2SNB,RES,R12N,206807.46,103403.73,20.9325,22.4325,Above DFE,0,0
7487143,-72.847879,40.771877,RES1-2SWB,RES,R12B,350768.18,175384.09,21.0961,23.0961,Above DFE,0,0
7487145,-72.844763,40.771157,RES1-1SWB,RES,R11B,242409.36,121204.68,20.5579,22.5579,Above DFE,0,0
7487147,-72.845531,40.771725,RES1-1SNB,RES,R11N,186014.86,93007.43,21.7134,22.2134,Above DFE,0,0
7487149,-72.845383,40.771271,RES1-2SNB,RES,R12N,286605.76,143302.88,21.2386,21.7386,Above DFE,0,0
7487151,-72.845284,40.771055,RES1-2SWB,RES,R12B,256461.05,128230.52,20.8183,22.8183,Above DFE,0,0
7487153,-72.844733,40.771843,RES1-2SNB,RES,R12N,298404.05,149202.03,20.6415,21.1415,Above DFE,0,0
7487155,-72.845744,40.772897,COM8,NONRES,C8LN,NaN,NaN,22.8612,23.3612,Above DFE,0,0
7487157,-72.845651,40.770936,RES1-2SWB,RES,R12B,215252.37,107626.19,20.8895,22.8895,Above DFE,0,0
7487159,-72.848455,40.772393,RES1-2SWB,RES,R12B,169278.59,84639.3,22.0555,24.0555,Above DFE,0,0
7487161,-72.845749,40.77118,RES1-2SWB,RES,R12B,398472.45,199236.22,20.9257,22.9257,Above DFE,0,0
7487163,-72.848225,40.77185,RES1-3SWB,RES,R13B,457516.69,228758.34,22.0425,24.0425,Above DFE,0,0
7487165,-72.849221,40.771796,RES1-1SNB,RES,R11N,145654.82,72827.41,22.1678,22.6678,Above DFE,0,0
7487167,-72.845918,40.771828,RES1-1SNB,RES,R11N,127218.81,63609.41,21.3257,22.8257,Above DFE,0,0
7487168,-72.847515,40.771896,RES1-1SNB,RES,R11N,173718.52,86859.26,21.8552,23.3552,Above DFE,0,0
7487170,-72.851251,40.771738,RES1-1SWB,RES,R11B,240461.26,120230.63,19.4634,21.4634,Above DFE,0,0
7487172,-72.847595,40.772017,RES1-1SWB,RES,R11B,187928.28,93964.14,21.1021,23.1021,Above DFE,0,0
7487174,-72.844905,40.771453,RES1-2SWB,RES,R12B,362477.61,181238.8,20.0667,22.0667,Above DFE,0,0
7487176,-72.845209,40.772105,RES1-2SWB,RES,R12B,250345.65,125172.83,21.0285,23.0285,Above DFE,0,0
7487178,-72.845986,40.771684,RES1-1SWB,RES,R11B,338933.92,169466.96,21.6683,23.6683,Above DFE,0,0
7487180,-72.850049,40.771759,RES1-1SWB,RES,R11B,296269.55,148134.78,21.3616,23.3616,Above DFE,0,0
7487971,-72.851542,40.769249,RES1-3SWB,RES,R13B,369397.36,184698.68,13.6949,15.6949,Above DFE,0,0
7487535,-72.849709,40.773224,IND6,NONRES,I6LN,NaN,NaN,24.4489,24.9489,Above DFE,0,0
